ts_path	loc	rust_path	status	confidence	upstream_sha
crates/better-auth-rs/src/auth/trusted-origins.ts	47	crates/better-auth-rs/src/auth/trusted_origins.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/api.ts	9	crates/better-auth-rs/src/cli/api.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/ai.ts	781	crates/better-auth-rs/src/cli/commands/ai.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/generate.ts	310	crates/better-auth-rs/src/cli/commands/generate.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/info.ts	549	crates/better-auth-rs/src/cli/commands/info.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/init/generate-auth-client.ts	66	crates/better-auth-rs/src/cli/commands/init/generate_auth_client.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/init/generate-auth.ts	180	crates/better-auth-rs/src/cli/commands/init/generate_auth.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/init/index.ts	1680	crates/better-auth-rs/src/cli/commands/init/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/init/utility/auth-client-config.ts	37	crates/better-auth-rs/src/cli/commands/init/utility/auth_client_config.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/init/utility/auth-config.ts	109	crates/better-auth-rs/src/cli/commands/init/utility/auth_config.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/init/utility/database.ts	200	crates/better-auth-rs/src/cli/commands/init/utility/database.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/init/utility/env.ts	74	crates/better-auth-rs/src/cli/commands/init/utility/env.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/init/utility/format.ts	7	crates/better-auth-rs/src/cli/commands/init/utility/format.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/cli/commands/init/utility/framework.ts	48	crates/better-auth-rs/src/cli/commands/init/utility/framework.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
